Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-06-20,The Terminator,1984,https://boxd.it/6IbJKp,4,,Some of the effects don't hold up but it's a good flick that should have been one and done.,,2024-06-20
2024-06-21,Drag Me to Hell,2009,https://boxd.it/6Ik94l,2.5,,"Much like 'Meet the Parents' or other movies where someone who's honestly just trying their best in a shitty world only to have a bunch of problems thrust on them by dickish people. Only in this case there's a nasty supernatural curses. 

This movie is really gross and it's really awful what happens to this woman.",deleted,2024-06-20
2024-06-21,mother!,2017,https://boxd.it/6IngtX,3,,I watched this in the theater. It went a little to allegorical for me to really get into it. It's not high on my movies to re-watch either.,,2024-06-20
2024-06-21,Terminator 2: Judgment Day,1991,https://boxd.it/6IvCeV,4,,I don't care much for the machine being taught to be a human storyline. I do enjoy the terminating storyline. I don't enjoy the whiny kid not wanting anyone to die. Dyson was the hero of this movie imo. ,,2024-06-20
2024-06-21,The Matrix,1999,https://boxd.it/6Ixyt7,4.5,,"This hit like a bombshell when it came out, but if you tell me there's more than 1 matrix movie I might have to fight you. There is no sequel, I mean spoon.",,2024-06-20
2024-06-23,Lustful Addiction,2003,https://boxd.it/6J4Bwf,1,,"This is petty to mid drug crime layered with (sometimes really long) softcore porn scenes. I could make a joke about it reminding me of my youth, but I won't. The ending is a really harsh crap on this forgettable exploitation film.",deleted,2024-06-22
2024-06-23,The Mutilator,1984,https://boxd.it/6J5pkN,2,,"I am pretty sure I'm giving a full star for the theme song ""Fall Break"". I had to come to letterboxd and verify that I was watching a slasher. I thought this was a teen boob comedy, antics at the lake or something with the song set up.",deleted,2024-06-22
2024-07-03,Beetlejuice,1988,https://boxd.it/6Ngn5f,4,,"I've seen this a ton, just watched it again and I think it holds up well enough. It's cutesy in some ways, and if there wasn't a comment on the model's qualities midway through I would say it's a pretty great family movie.",,2024-07-02
2024-07-04,The Social Network,2010,https://boxd.it/6NuIBJ,4,,"This is a well portrayed drama about how a privileged white guy feels snubbed by seriously rich white kids and screws everyone around him over so that he can be on the elite inside.

It's a really gross story and I'm not sure I came away with anything other than horror. I wish we could stop venerating asshole behavior in the name of them making something cool.",,2024-07-02
2024-07-04,Whiplash,2014,https://boxd.it/6NuPR5,4,,"This is the first third of Full Metal Jacket, but with jazz musicians instead of marines. 

Also while it's more realistic that the monster that believes he is justified to hit adults to teach them rhythm just gets to live his life and is adored by the people he abuses around him, FMJ gives a better satisfying conclusion of a student pushed too far in the name of becoming great.",,2024-07-03
2024-07-13,The 40 Year Old Virgin,2005,https://boxd.it/6RxeCp,3.5,,This is juvenile as hell but it's pretty funny still.  ,,2024-07-12
2024-07-13,300,2006,https://boxd.it/6RxGxd,3,,"This is such a dude flick it seems violently homoerotic and I really stress the violent part.  I remember this hitting like a bomb with it's visual style when it came out, and saw it in the theaters. But to me today it looks overly comic book and I can't give it more stars. This gives off the same vibe as Warhammer 40k. ",,2024-07-12
2024-07-13,Maximum Overdrive,1986,https://boxd.it/6Ry3fr,1,,"I love Stephen King, especially his short story collections written before he cleaned up. They are bangers almost non-stop and this movie is from one of those bangers. But I got to tell you, this movie is not scary, it doesn't make you think about our over dependence on machines for modern life. It's just a bunch of assholes wandering around reacting violently to their predicament, sometimes getting killed. 

I give it an extra half star for stephen king cameo where an ATM calls him an asshole and he doesn't seem to bothered by it.",deleted,2024-07-12
2024-07-17,All the Boys Love Mandy Lane,2006,https://boxd.it/6TsIa9,2.5,,"Having watched the movie I really don't understand why all the boys love Mandy Lane but it wasn't a lie. People are killing and dying to get a little something from Ms. Lane.

This was a harsh and kind of ugly slasher. The ending is grim. I am trying to figure out if it's saying something about male aggression coupled with sexuality or if it's just kinda nihilist. Either way, it's just so so.",deleted,2024-07-16
2024-07-20,Laserblast,1978,https://boxd.it/6UC2KX,1.5,,"I'm giving this an extra star for stop motion turtle aliens lacking a shell. They do have rayguns though and an angry boss.

I thought this movie was shot by some kids over a weekend until Roddy Mcdowell showed up in it for a bit part. Then I didn't know what to think.  I think this was like the precursor to critters in a way, but instead of toothy tribbles it's a human turned renegade because of a necklace. I think. Also super boring.",deleted,2024-07-19
2024-07-23,PCU,1994,https://boxd.it/6WnfM1,3.5,,"I somehow ended up with a copy of this on VHS in my early twenties and while I thought it was alright to good it got passed on to my younger brothers with a box of movies and it's kinda a family quotable movie. 

Can you blow me where the pampers is? 

",,2024-07-22
2024-07-26,Risky Business,1983,https://boxd.it/6XH7z3,3,,This is a coming-of-age story blended in with the cat in the hat story but the cat is a call girl. And so is thing 1 and thing 2.,,2024-07-25
2024-07-26,Romeo + Juliet,1996,https://boxd.it/6XHXjL,4,,"The dialog being old English makes watching this kinda like watching an opera in another language I took for a couple years in high school. Incredibly stylized and the sound track is off the hook great. I didn't really care for DiCaprio's performance but he sure was pretty.

Just like in every version of this I've seen ever mercutio got done wrong. I love the swagger this version had.",,2024-07-25
2024-07-30,Vacancy,2007,https://boxd.it/6Zt0kv,2.5,,"This reminded me a bit of The Strangers since it featured a couple that wasn't getting along being put in an extra trying time and finding they really love each other a bit more when someone is trying to kill them. However, while I found the victims in that movie sympathetic since they were just sad and grappling with loss this couple were kind of asses to each other, the dude especially was a dick. So I was kinda hoping for some kills and this movie while entertaining, did not deliver.",deleted,2024-07-29
2024-07-30,Passengers,2016,https://boxd.it/6ZA7jX,2,,"Auroa is a saint, Drowning man pulls others down with him indeed but man that's an awful thing to do.

Slick, maybe too slick and kinda boring.",deleted,2024-07-29
2024-07-30,Annabelle: Creation,2017,https://boxd.it/6ZA94b,1,,"Entirely unforgettable. Like I forgot I watched it a few minutes after I finished watching it.

",deleted,2024-07-29
2024-07-30,Atomic Blonde,2017,https://boxd.it/6ZArAJ,4,,This movie is gorgeous. Spy thriller with a ton of 80s cheek.,,2024-07-29
2024-08-02,Louis C.K.: Shameless,2007,https://boxd.it/70A93h,4,,"The raw stories of life while married and with kids hit pretty hard and made me laugh a lot. I could swear the joke about a guy on rollerblades and wearing like a gstring and nothing else was a little recycled from David Cross, but maybe they live in the same neighborhood.

",,2024-08-01
